tyc,name,bayer,flamsteed,constellation
TYC 3746-2216-1,,,11,Cam
TYC 3749-1334-1,,,,Aur
TYC 3750-1042-1,,δ,33,Aur
TYC 3753-1367-1,,,26,Cam
TYC 3754-939-1,,ξ,30,Aur
TYC 3756-1653-1,,,16,Cam
TYC 3756-1654-1,,,18,Cam
TYC 3757-2253-1,,,24,Cam
TYC 3758-1342-1,,,28,Cam
TYC 3758-2423-1,,,29,Cam
TYC 3762-2640-1,,,31,Cam
TYC 3762-2641-1,,,30,Cam
TYC 3763-2582-1,,,37,Cam
TYC 3764-2617-1,,,45,Aur
TYC 3769-1982-1,,,7,Lyn
TYC 3772-2770-1,,,,Lyn
TYC 3773-1935-1,,,11,Lyn
TYC 3774-2113-1,,,13,Lyn
TYC 3776-2464-1,,,4,Lyn
TYC 3776-2465-1,,,2,Lyn
TYC 3776-2466-1,,,40,Cam
TYC 3777-2070-1,,,5,Lyn
TYC 3777-2071-1,,,6,Lyn
TYC 3778-1982-1,,,14,Lyn
TYC 3778-1985-1,,,12,Lyn
TYC 3779-1730-1,,,15,Lyn
TYC 3785-913-1,,,19,Lyn
TYC 3785-1697-1,,,19,Lyn
TYC 3790-2146-1,,,23,Lyn
TYC 3792-2513-1,,,18,Lyn
TYC 3793-1996-1,,,47,Cam
TYC 3794-1738-1,,,24,Lyn
TYC 3799-2318-1,,,54,Lyn
TYC 3803-1702-1,,,29,Lyn
TYC 3803-1703-1,,,30,Lyn
TYC 3806-1813-1,,e,18,UMa
TYC 3809-1867-1,,,17,UMa
TYC 3809-1868-1,,,,UMa
TYC 3810-1602-1,,,44,UMa
TYC 3814-1752-1,,φ,30,UMa
TYC 3819-1372-1,,,37,UMa
TYC 3819-1373-1,,,36,UMa
TYC 3820-1522-1,,υ,29,UMa
TYC 3821-1318-1,,,,UMa
TYC 3823-1032-1,,,44,UMa
TYC 3824-1050-1,,,,UMa
TYC 3825-1304-1,,,,
TYC 3826-587-1,,,43,UMa
TYC 3826-1020-1,,,41,UMa
TYC 3826-1075-1,,,39,UMa
TYC 3827-1079-1,Merak,β,48,UMa
TYC 3829-470-1,,,42,UMa
TYC 3833-1034-1,Phecda,γ,64,UMa
TYC 3834-663-1,,,1,CVn
TYC 3836-1020-1,,,66,UMa
TYC 3837-1048-1,,,68,UMa
TYC 3837-1070-1,Megrez,δ,69,UMa
TYC 3837-1071-1,,,71,UMa
TYC 3839-846-1,Aniara,,,
TYC 3840-1167-1,,,70,UMa
TYC 3844-1299-1,,,73,UMa
TYC 3845-1189-1,,,78,UMa
TYC 3845-1190-1,Alioth,ε,77,UMa
TYC 3846-925-1,,,,
TYC 3847-1127-1,,,75,UMa
TYC 3847-1128-1,,,74,UMa
TYC 3850-1384-1,Alcor,g,80,UMa
TYC 3850-1385-1,Mizar,ζ,79,UMa
TYC 3851-126-1,,,82,UMa
TYC 3851-1506-1,,,83,UMa
TYC 3851-1507-1,,,84,UMa
TYC 3851-1508-1,,,86,UMa
TYC 3853-413-1,,,81,UMa
TYC 3854-1418-1,,,,UMa
TYC 3870-1962-1,,,,Dra
TYC 3875-1620-1,Edasich,ι,12,Dra
TYC 3879-2960-2,,,17,Dra
TYC 3879-2961-1,,,16,Dra
TYC 3881-2550-1,,,,Dra
TYC 3882-2597-1,,,,
TYC 3883-1542-1,,,,Dra
TYC 3883-1543-1,,θ,13,Dra
TYC 3889-1067-1,Alruba,,,
TYC 3890-1396-2,Alrakis,μ,21,Dra
TYC 3892-1620-1,Kuma,ν1,24,Dra
TYC 3892-1621-1,Kuma,ν2,25,Dra
TYC 3895-154-1,,,,
TYC 3910-1710-1,Grumium,ξ,32,Dra
TYC 3913-2269-1,,d,45,Dra
TYC 3916-1982-1,,b,39,Dra
TYC 3918-1829-1,,,,Dra
TYC 3918-1929-1,,,,
TYC 3919-1316-1,,,51,Dra
TYC 3920-1971-1,Fawaris,κ,1,Cyg
TYC 3922-2095-1,,c,46,Dra
TYC 3923-873-1,,,49,Dra
TYC 3925-1944-1,,,,Cyg
TYC 3927-1603-1,,,48,Dra
TYC 3928-1045-1,,,53,Dra
TYC 3928-1728-1,,,54,Dra
TYC 3930-1790-1,,ο,47,Dra
TYC 3933-756-1,,,,
TYC 3935-2415-1,,d,20,Cyg
TYC 3938-1982-1,,,,Cyg
TYC 3938-1983-1,,,,Cyg
TYC 3942-52-1,,,,
TYC 3943-2323-1,,,23,Cyg
TYC 3945-1798-1,,,33,Cyg
TYC 3959-1685-1,,υ1,,Cep
TYC 3959-1686-1,,,,Cep
TYC 3959-1687-1,,,,Cep
TYC 3963-813-1,,,,Cep
TYC 3965-453-1,,,,Cep
TYC 3965-595-1,,,,Cep
TYC 3976-1833-1,,,13,Cep
TYC 3977-1816-1,,,,Cep
TYC 3977-2050-1,,,14,Cep
TYC 3978-796-1,,,,Cep
TYC 3979-1616-1,The Garnet Star,μ,,Cep
TYC 3981-736-1,,,,Cep
TYC 3981-1584-1,,,15,Cep
TYC 3981-1585-1,,λ,22,Cep
TYC 3981-1590-1,,ζ,21,Cep
TYC 3989-1191-1,,,,Cas
TYC 3990-2431-1,,ε,23,Cep
TYC 3993-2269-1,,,,Cas
TYC 3995-1479-1,,δ,27,Cep
TYC 3995-1480-1,,δ,27,Cep
TYC 3997-2306-1,,,1,Cas
TYC 3998-2448-1,,,,
TYC 3999-2075-1,,,,And
TYC 4005-1055-1,,,,Cas
TYC 4005-2471-1,,σ,8,Cas
TYC 4006-1866-1,,,,
TYC 4009-987-1,,,,Cas
TYC 4009-2605-1,,ρ,7,Cas
TYC 4011-952-1,,,,
TYC 4011-1296-1,,,,Cas
TYC 4013-1825-1,,τ,5,Cas
TYC 4014-3303-1,,,,Cas
TYC 4014-3306-1,,,,Cas
TYC 4015-3523-1,,,12,Cas
TYC 4017-2318-1,,,,
TYC 4017-2319-1,Navi,γ,27,Cas
TYC 4018-3804-1,,,,Cas
TYC 4018-3891-1,,,9,Cas
TYC 4019-3948-1,,,,Cas
TYC 4019-3949-1,,κ,15,Cas
TYC 4022-1776-1,,,10,Cas
TYC 4026-486-1,,,,Cep
TYC 4027-556-1,,,13,Cas
TYC 4028-635-1,,,16,Cas
TYC 4030-592-1,,,,Cas
TYC 4031-2047-1,,,,Cas
TYC 4031-3289-1,Ruchbah,δ,37,Cas
TYC 4032-1676-1,,,44,Cas
TYC 4036-2834-1,Segin,ε,45,Cas
TYC 4038-622-1,,,35,Cas
TYC 4038-1990-1,,,32,Cas
TYC 4040-2023-1,,,,Cas
TYC 4041-1955-1,,,52,Cas
TYC 4041-1956-1,,,53,Cas
TYC 4045-788-1,,,55,Cas
TYC 4048-237-1,,,,
TYC 4048-1977-1,,,,
TYC 4053-1698-1,,,,Cas
TYC 4057-2594-1,,,,Cam
TYC 4058-1504-1,,ι,,Cas
TYC 4061-1593-1,,,,Cam
TYC 4066-1219-1,,,,Cam
TYC 4066-1732-1,,,,Cam
TYC 4071-1894-1,,,,Cam
TYC 4079-2478-1,,β,10,Cam
TYC 4084-1719-1,,,14,Cam
TYC 4085-2992-1,,,17,Cam
TYC 4089-1272-1,,,19,Cam
TYC 4091-2094-1,,α,9,Cam
TYC 4094-2937-1,,,23,Cam
TYC 4096-2358-1,,,1,Lyn
TYC 4097-1176-1,,,8,Lyn
TYC 4107-1558-1,,,36,Cam
TYC 4111-702-1,,,17,Lyn
TYC 4117-1823-1,,,49,Cam
TYC 4121-1515-1,,,51,Cam
TYC 4126-2445-1,,,56,Cam
TYC 4126-2446-1,,,53,Cam
TYC 4127-2431-1,Muscida,ο,1,UMa
TYC 4128-1827-1,,b,5,UMa
TYC 4129-2554-1,,,57,Cam
TYC 4130-2355-1,Museida,π2,4,UMa
TYC 4131-1800-1,,,6,UMa
TYC 4133-1970-1,,A,2,UMa
TYC 4133-1971-1,Muscida,π1,3,UMa
TYC 4134-1397-1,,σ1,11,UMa
TYC 4135-1915-1,,c,16,UMa
TYC 4138-1441-1,,,,UMa
TYC 4138-1687-1,,τ,14,UMa
TYC 4139-879-1,,,28,UMa
TYC 4139-1304-1,,h,23,UMa
TYC 4141-1496-1,,σ2,13,UMa
TYC 4146-1274-1,Dubhe,α,50,UMa
TYC 4150-1301-1,,,35,UMa
TYC 4150-1302-1,,,,UMa
TYC 4150-1303-1,,,32,UMa
TYC 4151-1122-1,,,,UMa
TYC 4151-1450-1,,,38,UMa
TYC 4151-1451-1,,,,UMa
TYC 4152-1341-1,,,,UMa
TYC 4153-48-1,,,,
TYC 4153-579-1,,,,UMa
TYC 4159-1359-1,,,3,Dra
TYC 4162-1200-1,,,,
TYC 4165-534-1,,,76,UMa
TYC 4167-701-1,,,,
TYC 4168-885-1,,,,Dra
TYC 4168-929-1,Tianyi,,7,Dra
TYC 4168-930-1,Taiyi,,8,Dra
TYC 4169-515-1,,,9,Dra
TYC 4173-1661-1,,,,Dra
TYC 4173-1663-1,,,,Dra
TYC 4174-1261-1,,i,10,Dra
TYC 4174-1262-1,Thuban,α,11,Dra
TYC 4186-1373-1,,,,UMi
TYC 4187-1365-1,,,,
TYC 4190-2568-1,Athebyne,η,14,Dra
TYC 4193-2534-1,,g,18,Dra
TYC 4197-1771-1,,,20,Dra
TYC 4197-2429-1,,h,19,Dra
TYC 4198-1813-1,,,,Dra
TYC 4199-1513-1,,,26,Dra
TYC 4209-2018-1,,,36,Dra
TYC 4210-849-1,,,,
TYC 4210-1048-1,Aldhibah,ζ,22,Dra
TYC 4222-2311-1,Fafnir,,42,Dra
TYC 4229-229-1,,,55,Dra
TYC 4229-1852-1,Tais,π,58,Dra
TYC 4236-2502-1,,,68,Dra
TYC 4236-2503-1,,,66,Dra
TYC 4237-2168-1,Al Kidr,θ,2,Cep
TYC 4237-2169-1,,,71,Dra
TYC 4240-150-1,,,65,Dra
TYC 4240-471-1,,e,64,Dra
TYC 4245-1794-1,,,,
TYC 4246-1967-1,Kabalfird,η,3,Cep
TYC 4248-478-1,,,,Cep
TYC 4248-1430-1,,,,Cep
TYC 4252-1870-1,Alderamin,α,5,Cep
TYC 4253-2243-1,,,9,Cep
TYC 4256-3042-1,,,6,Cep
TYC 4258-2188-1,,,4,Cep
TYC 4261-1792-1,,,7,Cep
TYC 4262-2279-1,Castula,ν,10,Cep
TYC 4262-2280-1,,,12,Cep
TYC 4266-3252-1,,,,Cep
TYC 4267-2755-1,,,18,Cep
TYC 4267-2756-1,,,20,Cep
TYC 4267-2757-1,,,19,Cep
TYC 4268-1268-1,,,25,Cep
TYC 4269-809-1,,,30,Cep
TYC 4271-2620-1,Kurhah,ξ,17,Cep
TYC 4272-1269-1,,,26,Cep
TYC 4273-857-1,,,,Cep
TYC 4277-1102-1,,ι,32,Cep
TYC 4278-672-1,,,,Cep
TYC 4283-813-1,,,,Cas
TYC 4283-1296-1,,,,Cas
TYC 4283-1498-1,,,4,Cas
TYC 4285-3744-1,,,6,Cas
TYC 4288-196-1,,,,Cas
TYC 4289-860-1,,,,Cas
TYC 4296-1459-1,,,31,Cas
TYC 4297-1087-1,,,,
TYC 4297-1685-1,,ψ,36,Cas
TYC 4301-1247-1,,,38,Cas
TYC 4305-2038-1,,,,Cas
TYC 4307-2166-1,,,23,Cas
TYC 4307-2167-1,,,21,Cas
TYC 4310-902-1,,ω,46,Cas
TYC 4310-903-1,,,43,Cas
TYC 4313-1573-1,,,,Cas
TYC 4314-2021-1,,,42,Cas
TYC 4315-2126-1,,A,48,Cas
TYC 4317-1793-1,,,,Cas
TYC 4318-2488-1,,,40,Cas
TYC 4319-918-1,,,54,Cas
TYC 4319-1847-1,,,50,Cas
TYC 4334-1619-1,,,,Cas
TYC 4335-2106-1,,γ,,Cam
TYC 4346-320-1,Mago,,,
TYC 4355-1445-1,,,,Cam
TYC 4359-2043-1,,,43,Cam
TYC 4359-2044-1,,,42,Cam
TYC 4374-2925-1,,,,
TYC 4374-2926-1,,,55,Cam
TYC 4375-2458-1,,ρ,8,UMa
TYC 4376-2052-1,,d,24,UMa
TYC 4379-782-1,,,22,UMa
TYC 4384-1976-1,,,,UMa
TYC 4386-1897-1,,,27,UMa
TYC 4392-141-1,,,2,Dra
TYC 4392-1805-1,Giausar,λ,1,Dra
TYC 4394-1870-1,,κ,5,Dra
TYC 4394-1871-1,,,4,Dra
TYC 4397-1799-1,,,6,Dra
TYC 4399-1584-1,,,,Dra
TYC 4409-2050-1,,,3,UMi
TYC 4414-517-1,,,9,UMi
TYC 4414-2314-1,Pherkad,γ,13,UMi
TYC 4414-2315-1,Pherkad Minor,,11,UMi
TYC 4416-149-1,,,,UMi
TYC 4416-1799-1,Kochab,β,7,UMi
TYC 4417-267-1,Baekdu,,8,UMi
TYC 4419-2886-1,,A,15,Dra
TYC 4421-2880-1,Adfar Aldib,f,27,Dra
TYC 4427-661-1,,,29,Dra
TYC 4428-1960-1,Al Dhih,ω,28,Dra
TYC 4429-143-1,,,38,Dra
TYC 4429-2075-1,,,37,Dra
TYC 4435-2434-1,,,,Dra
TYC 4436-1424-1,Dsiban,ψ,31,Dra
TYC 4436-1425-1,Dziban,ψ,31,Dra
TYC 4436-1426-1,,,34,Dra
TYC 4437-1491-1,Alahakan,χ,44,Dra
TYC 4437-1492-1,Aldhiba,φ,43,Dra
TYC 4439-1995-1,Athafi,υ,52,Dra
TYC 4444-2239-1,Altais,δ,57,Dra
TYC 4445-1142-1,,,,Dra
TYC 4446-1736-1,,ρ,67,Dra
TYC 4448-2481-1,Alsafi,σ,61,Dra
TYC 4449-2652-1,Tyl,ε,63,Dra
TYC 4456-2107-1,,τ,60,Dra
TYC 4459-947-1,,,73,Dra
TYC 4461-2085-1,,,,Cep
TYC 4465-1022-1,,,,Cep
TYC 4465-2643-1,Alfirk,β,8,Cep
TYC 4470-1874-1,,,78,Dra
TYC 4470-1875-1,,,11,Cep
TYC 4471-470-1,,,,Cep
TYC 4471-1685-1,,,24,Cep
TYC 4474-1757-1,,,16,Cep
TYC 4478-1361-1,,ο,34,Cep
TYC 4482-1941-1,,,,Cep
TYC 4488-872-1,,,31,Cep
TYC 4495-1552-1,,,,Cas
TYC 4495-1880-1,,,,Cas
TYC 4495-1881-1,,,49,Cas
TYC 4499-2252-1,,,47,Cas
TYC 4505-519-1,,υ,,Cep
TYC 4526-1506-1,,,,Cam
TYC 4527-1707-1,,,,Cam
TYC 4531-1785-1,,,,Cam
TYC 4532-2096-1,,,,
TYC 4534-1837-1,,,,
TYC 4535-1164-1,,,,
TYC 4539-1189-1,,,,Cam
TYC 4543-281-1,,,,Cam
TYC 4550-2113-1,Tonatiuh,,,
TYC 4553-1680-1,,,,Cam
TYC 4554-408-1,,,,
TYC 4556-1439-1,,,,Cam
TYC 4559-3017-1,,,5,UMi
TYC 4560-3065-1,,θ,15,UMi
TYC 4561-2317-1,,,4,UMi
TYC 4563-1084-1,,π2,,UMi
TYC 4563-2708-1,Akfa Farkadain,ζ,16,UMi
TYC 4565-800-1,,,,
TYC 4566-1950-1,,π1,,UMi
TYC 4567-352-1,,,18,UMi
TYC 4567-1411-1,,,19,UMi
TYC 4567-1598-1,,,20,UMi
TYC 4567-1764-1,Anwa Farkadain,η,21,UMi
TYC 4568-1881-1,,,,UMi
TYC 4573-1916-1,,,35,Dra
TYC 4575-571-1,,,,
TYC 4578-1433-1,,,41,Dra
TYC 4578-1434-1,,,40,Dra
TYC 4580-1154-1,Circitores,ε,22,UMi
TYC 4583-2836-1,,,59,Dra
TYC 4583-2839-1,,,50,Dra
TYC 4584-2918-1,,,,Dra
TYC 4584-2920-1,,,69,Dra
TYC 4589-3106-1,Al Aghnam,κ,1,Cep
TYC 4590-1851-1,,,77,Dra
TYC 4597-1693-1,,,75,Dra
TYC 4597-1694-1,,,74,Dra
TYC 4601-3531-1,,π,33,Cep
TYC 4602-552-1,,,,
TYC 4606-678-1,,,,
TYC 4606-3584-1,Errai,γ,35,Cep
TYC 4607-1904-1,,,,Cep
TYC 4608-2416-1,,,28,Cep
TYC 4608-2417-1,Al Kalb al Rai,ρ,29,Cep
TYC 4617-2855-1,,,,Cep
TYC 4623-1236-1,,,2,UMi
TYC 4626-748-1,,,,Cep
TYC 4628-237-1,Polaris,α,1,UMi
TYC 4632-2151-1,,,,
TYC 4634-2068-1,,,,
TYC 4641-778-1,,,,UMi
TYC 4649-749-1,,,76,Dra
TYC 4650-2790-1,,,,Cep
TYC 4655-1047-1,,,24,UMi
TYC 4655-1053-1,Yildun,δ,23,UMi
TYC 4658-417-1,,,,Cep
TYC 4659-74-1,,λ,,UMi
TYC 4663-363-1,,,5,Psc
TYC 4665-1216-1,,,10,Cet
TYC 4666-98-1,,,,Psc
TYC 4666-548-1,,,4,Cet
TYC 4666-935-1,,,29,Psc
TYC 4669-996-1,,,33,Psc
TYC 4669-997-1,,,30,Psc
TYC 4672-1254-1,,,15,Cet
TYC 4672-1255-1,,,14,Cet
TYC 4674-1183-1,,,20,Cet
TYC 4675-412-1,,,12,Cet
TYC 4675-1216-3,,,13,Cet
TYC 4681-247-1,,,38,Cet
TYC 4681-1160-1,,,,Cet
TYC 4681-2471-1,,,34,Cet
TYC 4682-108-1,,,39,Cet
TYC 4682-600-1,,,43,Cet
TYC 4682-1383-1,,,42,Cet
TYC 4682-2121-1,,,40,Cet
TYC 4683-2266-1,,,25,Cet
TYC 4686-2532-1,,,58,Cet
TYC 4689-1229-1,,,61,Cet
TYC 4689-1230-1,,,,
TYC 4690-1109-1,,,63,Cet
TYC 4690-1110-1,,,66,Cet
TYC 4691-1115-1,,,70,Cet
TYC 4693-1144-1,Mira,ο,68,Cet
TYC 4694-1194-1,,,71,Cet
TYC 4696-1076-1,,,67,Cet
TYC 4698-1302-1,,,75,Cet
TYC 4699-1214-1,,,84,Cet
TYC 4700-1399-1,,,5,Eri
TYC 4701-1094-1,,,81,Cet
TYC 4701-1095-1,,,79,Cet
TYC 4708-1422-1,,,95,Cet
TYC 4708-1423-1,,,94,Cet
TYC 4710-1257-1,,,7,Eri
TYC 4717-1094-1,,,,
TYC 4717-1349-1,,,25,Eri
TYC 4717-1350-1,,,24,Eri
TYC 4720-1374-1,,,,
TYC 4721-1218-1,,w,32,Eri
TYC 4722-1534-1,,v,17,Eri
TYC 4722-1536-1,,,21,Eri
TYC 4723-1351-1,,,22,Eri
TYC 4724-1421-1,,,30,Eri
TYC 4725-1276-1,,,,
TYC 4725-1278-1,,,35,Eri
TYC 4730-348-1,,,,Eri
TYC 4730-1947-1,,ξ,42,Eri
TYC 4732-1970-1,Beid,ο1,38,Eri
TYC 4732-1971-1,,,37,Eri
TYC 4733-2188-1,,,,Eri
TYC 4734-1338-1,,,45,Eri
TYC 4738-1483-1,,,,Eri
TYC 4738-1484-1,,ν,48,Eri
TYC 4739-1551-1,,c,51,Eri
TYC 4740-1916-1,,μ,57,Eri
TYC 4745-1840-1,,b,62,Eri
TYC 4745-1841-1,,ω,61,Eri
TYC 4746-1393-1,,,46,Eri
TYC 4752-1608-1,,o,22,Ori
TYC 4753-1893-1,,p,27,Ori
TYC 4753-1894-1,,,31,Ori
TYC 4757-1588-1,Saif al Jabbar,η,28,Ori
TYC 4758-1506-1,,,66,Eri
TYC 4759-1670-1,,,68,Eri
TYC 4759-1671-1,Cursa,β,67,Eri
TYC 4762-1490-1,,,,
TYC 4762-1492-1,Kursi al Jauzah,ψ,65,Eri
TYC 4764-1639-1,,τ,20,Ori
TYC 4766-2445-1,Mintaka,δ,34,Ori
TYC 4766-2449-1,,,,Ori
TYC 4766-2450-1,Alnilam,ε,46,Ori
TYC 4767-643-1,,,,Ori
TYC 4767-1406-1,,,,Ori
TYC 4771-1188-1,Alnitak,ζ,50,Ori
TYC 4771-1196-1,,σ,48,Ori
TYC 4774-906-1,,,,Ori
TYC 4774-916-1,,,,Ori
TYC 4774-922-1,,,,Ori
TYC 4774-928-1,Mizan Batil,c,42,Ori
TYC 4774-929-1,,,45,Ori
TYC 4774-930-1,,θ1,41,Ori
TYC 4774-931-1,Becklin's Star,θ1,41,Ori
TYC 4774-933-1,,θ2,43,Ori
TYC 4774-953-1,Trapezium,θ1,41,Ori
TYC 4776-1306-1,,,,
TYC 4777-1763-1,,,,
TYC 4778-1401-1,Hatysa,ι,44,Ori
TYC 4778-1407-1,Thabit,υ,36,Ori
TYC 4779-700-1,,d,49,Ori
TYC 4785-2406-1,,,78,Ori
TYC 4789-3298-1,,,,Mon
TYC 4791-2695-1,,,,Mon
TYC 4793-2713-1,,,9,Mon
TYC 4793-2716-1,,,10,Mon
TYC 4794-1530-1,,,,Mon
TYC 4795-1769-1,,γ,5,Mon
TYC 4795-1772-1,,,,Mon
TYC 4797-1880-1,,β,11,Mon
TYC 4808-939-1,,,,
TYC 4815-3815-1,,,21,Mon
TYC 4815-3816-1,,δ,22,Mon
TYC 4816-3054-1,,,24,Mon
TYC 4822-3679-1,,,19,Mon
TYC 4822-3681-1,Citalá,,,
TYC 4823-4552-1,,,20,Mon
TYC 4837-3335-1,,,27,Mon
TYC 4838-3344-1,,,25,Mon
TYC 4846-2652-1,,,28,Mon
TYC 4850-2867-1,,,,Mon
TYC 4851-2878-1,,ζ,29,Mon
TYC 4853-2369-1,,,,Hya
TYC 4857-2150-1,,,1,Hya
TYC 4857-2151-1,,C,,Hya
TYC 4857-2152-1,,,2,Hya
TYC 4868-1768-1,,,14,Hya
TYC 4873-1792-1,,,,
TYC 4875-1583-1,,,,Hya
TYC 4875-1585-1,,F,,Hya
TYC 4876-1546-1,,,15,Hya
TYC 4885-1568-1,Ukdah,τ1,31,Hya
TYC 4889-1261-1,,,28,Hya
TYC 4891-1371-1,,,21,Hya
TYC 4892-1405-1,,,23,Hya
TYC 4893-1379-1,,,,
TYC 4894-2528-1,,τ2,32,Hya
TYC 4894-2529-1,Ukdah,ι,35,Hya
TYC 4899-1904-1,,,6,Sex
TYC 4900-1579-1,,A,33,Hya
TYC 4903-1750-1,,α,15,Sex
TYC 4905-762-1,,,26,Sex
TYC 4908-947-1,,,27,Sex
TYC 4908-1773-1,,δ,29,Sex
TYC 4908-1775-1,,,25,Sex
TYC 4912-1381-1,,β,30,Sex
TYC 4913-1224-1,,,33,Sex
TYC 4914-1289-1,,p1,,Leo
TYC 4916-1314-1,,,40,Sex
TYC 4921-1203-1,,p3,62,Leo
TYC 4921-1207-1,,p2,61,Leo
TYC 4922-1217-1,,p5,69,Leo
TYC 4925-1610-1,,φ,74,Leo
TYC 4928-1698-1,Abt's Star,,,Crt
TYC 4930-1093-1,,υ,91,Leo
TYC 4933-1387-1,,e,87,Leo
TYC 4940-1158-1,Zaniah,η,15,Vir
TYC 4940-1159-1,,,13,Vir
TYC 4941-737-1,,,,Vir
TYC 4944-1337-1,,,,Vir
TYC 4945-224-1,,,,Vir
TYC 4946-1300-1,,,,Vir
TYC 4949-1120-1,Porrima,γ,29,Vir
TYC 4953-1222-1,,,38,Vir
TYC 4953-1223-1,,k,44,Vir
TYC 4954-1496-1,,f,25,Vir
TYC 4958-293-1,,,,Vir
TYC 4960-1335-1,,,46,Vir
TYC 4960-1344-1,,,48,Vir
TYC 4962-1233-1,,,65,Vir
TYC 4963-1316-1,Apami-Atsa,θ,51,Vir
TYC 4965-1204-1,,,66,Vir
TYC 4966-1366-1,Heze,ζ,79,Vir
TYC 4968-1517-1,,p,90,Vir
TYC 4972-1455-1,,,80,Vir
TYC 4972-1456-1,,l,74,Vir
TYC 4972-1457-1,,,72,Vir
TYC 4976-1278-1,,υ,102,Vir
TYC 4977-1458-1,Elgafar,φ,105,Vir
TYC 4982-1645-1,Syrma,ι,99,Vir
TYC 4983-1615-1,,,104,Vir
TYC 4983-1616-1,,,106,Vir
TYC 4987-823-1,,M,1,Ser
TYC 4990-776-1,,,11,Lib
TYC 4995-951-1,,,16,Lib
TYC 4997-942-1,Rijl al Awwa,μ,107,Vir
TYC 5000-867-1,,,2,Ser
TYC 5001-567-1,,,,
TYC 5003-868-1,,,8,Ser
TYC 5016-787-1,,,14,Ser
TYC 5016-788-1,,A1,11,Ser
TYC 5018-1142-1,,A2,25,Ser
TYC 5022-935-1,,b,36,Ser
TYC 5022-936-1,,μ,32,Ser
TYC 5026-903-1,,,30,Ser
TYC 5037-1068-1,Yed Prior,δ,1,Oph
TYC 5042-999-1,Yed Posterior,ε,2,Oph
TYC 5051-1354-1,,,,Oph
TYC 5051-1355-1,,,,Oph
TYC 5052-996-1,,,12,Oph
TYC 5054-140-1,,,,Oph
TYC 5063-1633-1,,,23,Oph
TYC 5066-1267-1,,,41,Oph
TYC 5072-1228-1,,,30,Oph
TYC 5075-717-1,,,47,Oph
TYC 5078-416-1,,,,
TYC 5080-2188-1,,,,
TYC 5095-339-1,,,,Oph
TYC 5100-600-1,Alava,ζ,57,Ser
TYC 5102-416-1,,η,58,Ser
TYC 5103-302-1,,c,60,Ser
TYC 5112-348-1,,,61,Ser
TYC 5113-1192-1,,e,,Ser
TYC 5114-2267-1,,,5,Aql
TYC 5118-458-1,,,8,Aql
TYC 5122-1426-1,,β,,Sct
TYC 5125-8-1,,,,Sct
TYC 5126-503-1,,,,Sct
TYC 5127-7358-1,,η,,Sct
TYC 5130-2811-1,,d,27,Aql
TYC 5132-1657-1,,g,14,Aql
TYC 5136-44-1,,h,15,Aql
TYC 5136-2357-1,Al Thalimain Prior,λ,16,Aql
TYC 5138-2406-1,,f,26,Aql
TYC 5139-2014-1,,,,Aql
TYC 5140-3199-1,,,,Aql
TYC 5140-4781-1,,i,12,Aql
TYC 5143-1372-1,,,,Aql
TYC 5144-3103-1,Al Thalimain Posterior,ι,41,Aql
TYC 5145-2349-1,,,45,Aql
TYC 5148-3284-1,,e,36,Aql
TYC 5151-1940-1,,,,Aql
TYC 5153-2875-1,,,42,Aql
TYC 5156-3185-1,,κ,39,Aql
TYC 5160-2305-1,,,62,Aql
TYC 5161-868-1,Phoenicia,,,Aql
TYC 5161-2681-1,,,64,Aql
TYC 5161-2682-1,,θ,65,Aql
TYC 5161-2683-1,,,66,Aql
TYC 5163-82-1,,,,Aql
TYC 5167-2593-1,,,69,Aql
TYC 5167-2594-1,,,68,Aql
TYC 5175-2078-1,,,,Aql
TYC 5177-1878-1,,l,71,Aql
TYC 5178-49-1,,,,Aqr
TYC 5179-2142-1,,,,Aqr
TYC 5180-338-1,,,70,Aql
TYC 5186-2125-1,,k,3,Aqr
TYC 5186-2126-1,,,5,Aqr
TYC 5190-2008-1,,,4,Aqr
TYC 5193-1280-1,,,,Aqr
TYC 5199-1458-1,,,20,Aqr
TYC 5199-1459-1,,,21,Aqr
TYC 5200-1718-1,,,11,Aqr
TYC 5202-1365-1,,,15,Aqr
TYC 5202-1366-1,,,16,Aqr
TYC 5204-1584-1,,,12,Aqr
TYC 5209-253-1,,,24,Aqr
TYC 5214-632-1,,,,Aqr
TYC 5216-1725-1,Sadalsuud,β,22,Aqr
TYC 5224-1806-1,Sadalmelik,α,34,Aqr
TYC 5224-1807-1,,,32,Aqr
TYC 5224-1808-1,Sadalmulk,ο,31,Aqr
TYC 5226-1605-1,Sadaltager,ζ1,55,Aqr
TYC 5226-1606-1,Sadachbia,γ,48,Aqr
TYC 5229-1622-1,,,51,Aqr
TYC 5230-1812-1,,,30,Aqr
TYC 5231-1818-1,,,44,Aqr
TYC 5233-277-1,,,60,Aqr
TYC 5233-2298-1,,η,62,Aqr
TYC 5236-1610-1,Situla,κ,63,Aqr
TYC 5239-1572-1,,,,
TYC 5240-1568-1,,,,Aqr
TYC 5240-1569-1,,,67,Aqr
TYC 5241-1657-1,,,78,Aqr
TYC 5248-1392-1,,,82,Aqr
TYC 5248-1455-1,,,81,Aqr
TYC 5249-1398-1,,,96,Aqr
TYC 5249-1400-1,,φ,90,Aqr
TYC 5251-78-1,,,13,Psc
TYC 5251-961-1,,,14,Psc
